 1  1 210941 201085 1.0                1.0
 3  2 181241 171562 1.1638702059688482 1.1720835616278664
 5  4 113676 103915 1.8556335550160103 1.9350911802915844
 9  8  72462  62697 2.911056829786647  3.207250745649712
17 16  50379  39938 4.187081919053574  5.034929140167259
33 32  45174  34755 4.669522291583655  5.785786217810387
