 1  1 206306 191128 1.0                1.0
 2  1 207965 198115 0.9920226961267521 0.9647326048002423
 4  3 153125 143302 1.3473044897959183 1.333742725153871
 8  7  80697  70765 2.556551048985712  2.70088320497421
16 15  52304  42004 3.944363719791985  4.550233311113227
32 31  44800  34610 4.605044642857143  5.522334585379948
