 1  1 177125 170623 1.0                1.0
 3  2 159716 152908 1.108999724511007  1.1158539775551313
 5  4 100889  94295 1.7556423396009475 1.8094596744260034
 9  8  66639  59525 2.6579780608952714 2.8664090718185635
17 16  39887  32877 4.44066989244616   5.189737506463485
33 32  38036  30894 4.65677253128615   5.522852333786496
